Monitoring Location ID,Monitoring Location Name,Monitoring Location Latitude,Monitoring Location Longitude,Monitoring Location Type,Activity Start Date,Result Status,Characteristic Name,Method Speciation,Sample Fraction,Result Value,Result Unit
4917390,UTAH LAKE 1 MI WEST OF PROVO BOAT HARBOR,40.23717289,-111.7646472,Lake,07-02-2013,Accepted,pH,,,8.11,None
4917390,UTAH LAKE 1 MI WEST OF PROVO BOAT HARBOR,40.23717289,-111.7646472,Lake,07-02-2013,Accepted,"Depth, Secchi disk depth",,,0.3,m
4917390,UTAH LAKE 1 MI WEST OF PROVO BOAT HARBOR,40.23717289,-111.7646472,Lake,07-02-2013,Accepted,Dissolved oxygen (DO),,,7.3,mg/l
4917390,UTAH LAKE 1 MI WEST OF PROVO BOAT HARBOR,40.23717289,-111.7646472,Lake,07-02-2013,Accepted,"Temperature, water",,,26.6,deg C
4917390,UTAH LAKE 1 MI WEST OF PROVO BOAT HARBOR,40.23717289,-111.7646472,Lake,07-02-2013,Accepted,pH,,,8.45,None
4917390,UTAH LAKE 1 MI WEST OF PROVO BOAT HARBOR,40.23717289,-111.7646472,Lake,07-02-2013,Accepted,"Depth, Secchi disk depth",,,0.3,m
4917390,UTAH LAKE 1 MI WEST OF PROVO BOAT HARBOR,40.23717289,-111.7646472,Lake,07-02-2013,Accepted,"Temperature, water",,,26.6,deg C
4917390,UTAH LAKE 1 MI WEST OF PROVO BOAT HARBOR,40.23717289,-111.7646472,Lake,07-02-2013,Accepted,Dissolved oxygen (DO),,,7.42,mg/l
4917390,UTAH LAKE 1 MI WEST OF PROVO BOAT HARBOR,40.23717289,-111.7646472,Lake,07-02-2013,Accepted,pH,,,8.45,None
4917390,UTAH LAKE 1 MI WEST OF PROVO BOAT HARBOR,40.23717289,-111.7646472,Lake,07-02-2013,Accepted,"Depth, Secchi disk depth",,,0.3,m
4917390,UTAH LAKE 1 MI WEST OF PROVO BOAT HARBOR,40.23717289,-111.7646472,Lake,07-02-2013,Accepted,"Temperature, water",,,24.43,deg C
4917390,UTAH LAKE 1 MI WEST OF PROVO BOAT HARBOR,40.23717289,-111.7646472,Lake,07-02-2013,Accepted,pH,,,8.28,None
4917390,UTAH LAKE 1 MI WEST OF PROVO BOAT HARBOR,40.23717289,-111.7646472,Lake,07-02-2013,Accepted,Dissolved oxygen (DO),,,5.43,mg/l
4917390,UTAH LAKE 1 MI WEST OF PROVO BOAT HARBOR,40.23717289,-111.7646472,Lake,07-02-2013,Accepted,"Depth, Secchi disk depth",,,0.3,m
4917390,UTAH LAKE 1 MI WEST OF PROVO BOAT HARBOR,40.23717289,-111.7646472,Lake,07-02-2013,Accepted,Total dissolved solids,,Total,992,mg/l
4917390,UTAH LAKE 1 MI WEST OF PROVO BOAT HARBOR,40.23717289,-111.7646472,Lake,07-02-2013,Accepted,Phosphate-phosphorus,as P,Total,0.021,mg/l
4917390,UTAH LAKE 1 MI WEST OF PROVO BOAT HARBOR,40.23717289,-111.7646472,Lake,07-02-2013,Accepted,Nitrogen,,Dissolved,0.369,mg/l
4917390,UTAH LAKE 1 MI WEST OF PROVO BOAT HARBOR,40.23717289,-111.7646472,Lake,07-02-2013,Accepted,Turbidity,,Total,41.8,NTU
4917390,UTAH LAKE 1 MI WEST OF PROVO BOAT HARBOR,40.23717289,-111.7646472,Lake,07-02-2013,Accepted,Phosphate-phosphorus,as P,Dissolved,0.025,mg/l
4917390,UTAH LAKE 1 MI WEST OF PROVO BOAT HARBOR,40.23717289,-111.7646472,Lake,07-02-2013,Accepted,Nitrogen,,Dissolved,0.369,mg/l
4917390,UTAH LAKE 1 MI WEST OF PROVO BOAT HARBOR,40.23717289,-111.7646472,Lake,07-02-2013,Accepted,pH,,Total,8.284,None
4917390,UTAH LAKE 1 MI WEST OF PROVO BOAT HARBOR,40.23717289,-111.7646472,Lake,07-02-2013,Accepted,Total dissolved solids,,Total,992,mg/l
4917390,UTAH LAKE 1 MI WEST OF PROVO BOAT HARBOR,40.23717289,-111.7646472,Lake,07-02-2013,Accepted,Phosphate-phosphorus,as P,Total,0.021,mg/l
4917390,UTAH LAKE 1 MI WEST OF PROVO BOAT HARBOR,40.23717289,-111.7646472,Lake,07-02-2013,Accepted,"Chlorophyll a, corrected for pheophytin",,Total,,ug/l
4917390,UTAH LAKE 1 MI WEST OF PROVO BOAT HARBOR,40.23717289,-111.7646472,Lake,07-02-2013,Accepted,"Chlorophyll a, uncorrected for pheophytin",,Total,,ug/l
4917390,UTAH LAKE 1 MI WEST OF PROVO BOAT HARBOR,40.23717289,-111.7646472,Lake,07-02-2013,Accepted,Phosphate-phosphorus,as P,Dissolved,0.025,mg/l
4917390,UTAH LAKE 1 MI WEST OF PROVO BOAT HARBOR,40.23717289,-111.7646472,Lake,07-02-2013,Accepted,Phosphate-phosphorus,as P,Total,0.04,mg/l
4917390,UTAH LAKE 1 MI WEST OF PROVO BOAT HARBOR,40.23717289,-111.7646472,Lake,07-02-2013,Accepted,Phosphate-phosphorus,as P,Dissolved,0.019,mg/l
4917390,UTAH LAKE 1 MI WEST OF PROVO BOAT HARBOR,40.23717289,-111.7646472,Lake,07-02-2013,Accepted,Nitrogen,,Dissolved,0.294,mg/l
4917310,UTAH LAKE 0.5 MI W OF GENEVA DISCHARGE #15-A,40.32087284,-111.7775375,Lake,09-16-2013,Accepted,Nitrogen,,Dissolved,0.795,mg/l
4917310,UTAH LAKE 0.5 MI W OF GENEVA DISCHARGE #15-A,40.32087284,-111.7775375,Lake,09-16-2013,Accepted,"Depth, Secchi disk depth",,,0.2,m
4917310,UTAH LAKE 0.5 MI W OF GENEVA DISCHARGE #15-A,40.32087284,-111.7775375,Lake,09-16-2013,Accepted,Total dissolved solids,,Total,956,mg/l
4917310,UTAH LAKE 0.5 MI W OF GENEVA DISCHARGE #15-A,40.32087284,-111.7775375,Lake,09-16-2013,Accepted,pH,,,8.81,None
4917310,UTAH LAKE 0.5 MI W OF GENEVA DISCHARGE #15-A,40.32087284,-111.7775375,Lake,09-16-2013,Accepted,Dissolved oxygen (DO),,,9.69,mg/l
4917310,UTAH LAKE 0.5 MI W OF GENEVA DISCHARGE #15-A,40.32087284,-111.7775375,Lake,09-16-2013,Accepted,Dissolved oxygen (DO),,,9.51,mg/l
4917310,UTAH LAKE 0.5 MI W OF GENEVA DISCHARGE #15-A,40.32087284,-111.7775375,Lake,09-16-2013,Accepted,Total dissolved solids,,Total,956,mg/l
4917310,UTAH LAKE 0.5 MI W OF GENEVA DISCHARGE #15-A,40.32087284,-111.7775375,Lake,09-16-2013,Accepted,Phosphate-phosphorus,as P,Dissolved,0.058,mg/l
4917310,UTAH LAKE 0.5 MI W OF GENEVA DISCHARGE #15-A,40.32087284,-111.7775375,Lake,09-16-2013,Accepted,Dissolved oxygen (DO),,,9.62,mg/l
4917310,UTAH LAKE 0.5 MI W OF GENEVA DISCHARGE #15-A,40.32087284,-111.7775375,Lake,09-16-2013,Accepted,"Depth, Secchi disk depth",,,0.2,m
4917310,UTAH LAKE 0.5 MI W OF GENEVA DISCHARGE #15-A,40.32087284,-111.7775375,Lake,09-16-2013,Accepted,"Temperature, water",,,20.88,deg C
4917310,UTAH LAKE 0.5 MI W OF GENEVA DISCHARGE #15-A,40.32087284,-111.7775375,Lake,09-16-2013,Accepted,Phosphate-phosphorus,as P,Total,0.165,mg/l
4917310,UTAH LAKE 0.5 MI W OF GENEVA DISCHARGE #15-A,40.32087284,-111.7775375,Lake,09-16-2013,Accepted,"Temperature, water",,,20.93,deg C
4917310,UTAH LAKE 0.5 MI W OF GENEVA DISCHARGE #15-A,40.32087284,-111.7775375,Lake,09-16-2013,Accepted,"Depth, Secchi disk depth",,,0.2,m
4917310,UTAH LAKE 0.5 MI W OF GENEVA DISCHARGE #15-A,40.32087284,-111.7775375,Lake,09-16-2013,Accepted,"Temperature, water",,,20.92,deg C
4917310,UTAH LAKE 0.5 MI W OF GENEVA DISCHARGE #15-A,40.32087284,-111.7775375,Lake,09-16-2013,Accepted,Phosphate-phosphorus,as P,Dissolved,0.058,mg/l
4917310,UTAH LAKE 0.5 MI W OF GENEVA DISCHARGE #15-A,40.32087284,-111.7775375,Lake,09-16-2013,Accepted,Phosphate-phosphorus,as P,Total,0.165,mg/l
4917310,UTAH LAKE 0.5 MI W OF GENEVA DISCHARGE #15-A,40.32087284,-111.7775375,Lake,09-16-2013,Accepted,Turbidity,,Total,66.4,NTU
4917310,UTAH LAKE 0.5 MI W OF GENEVA DISCHARGE #15-A,40.32087284,-111.7775375,Lake,09-16-2013,Accepted,Nitrogen,,Dissolved,0.795,mg/l
4917310,UTAH LAKE 0.5 MI W OF GENEVA DISCHARGE #15-A,40.32087284,-111.7775375,Lake,09-16-2013,Accepted,pH,,,8.71,None
4917310,UTAH LAKE 0.5 MI W OF GENEVA DISCHARGE #15-A,40.32087284,-111.7775375,Lake,09-16-2013,Accepted,Dissolved oxygen (DO),,,9.19,mg/l
4917310,UTAH LAKE 0.5 MI W OF GENEVA DISCHARGE #15-A,40.32087284,-111.7775375,Lake,09-16-2013,Accepted,"Temperature, water",,,20.86,deg C
4917310,UTAH LAKE 0.5 MI W OF GENEVA DISCHARGE #15-A,40.32087284,-111.7775375,Lake,09-16-2013,Accepted,pH,,,8.75,None
4917310,UTAH LAKE 0.5 MI W OF GENEVA DISCHARGE #15-A,40.32087284,-111.7775375,Lake,09-16-2013,Accepted,"Depth, Secchi disk depth",,,0.2,m
4917310,UTAH LAKE 0.5 MI W OF GENEVA DISCHARGE #15-A,40.32087284,-111.7775375,Lake,09-16-2013,Accepted,pH,,,8.76,None
4917310,UTAH LAKE 0.5 MI W OF GENEVA DISCHARGE #15-A,40.32087284,-111.7775375,Lake,09-16-2013,Accepted,"Depth, Secchi disk depth",,,0.2,m
4917310,UTAH LAKE 0.5 MI W OF GENEVA DISCHARGE #15-A,40.32087284,-111.7775375,Lake,09-16-2013,Accepted,pH,,,8.75,None
4917310,UTAH LAKE 0.5 MI W OF GENEVA DISCHARGE #15-A,40.32087284,-111.7775375,Lake,09-16-2013,Accepted,"Temperature, water",,,20.86,deg C
4917310,UTAH LAKE 0.5 MI W OF GENEVA DISCHARGE #15-A,40.32087284,-111.7775375,Lake,09-16-2013,Accepted,Dissolved oxygen (DO),,,9.51,mg/l
4917310,UTAH LAKE 0.5 MI W OF GENEVA DISCHARGE #15-A,40.32087284,-111.7775375,Lake,09-16-2013,Accepted,Dissolved oxygen (DO),,,9.19,mg/l
4917310,UTAH LAKE 0.5 MI W OF GENEVA DISCHARGE #15-A,40.32087284,-111.7775375,Lake,09-16-2013,Accepted,"Depth, Secchi disk depth",,,0.2,m
4917310,UTAH LAKE 0.5 MI W OF GENEVA DISCHARGE #15-A,40.32087284,-111.7775375,Lake,09-16-2013,Accepted,pH,,,8.76,None
4917310,UTAH LAKE 0.5 MI W OF GENEVA DISCHARGE #15-A,40.32087284,-111.7775375,Lake,09-16-2013,Accepted,"Temperature, water",,,20.88,deg C
4917310,UTAH LAKE 0.5 MI W OF GENEVA DISCHARGE #15-A,40.32087284,-111.7775375,Lake,09-16-2013,Accepted,Nitrogen,,Dissolved,0.683,mg/l
4917310,UTAH LAKE 0.5 MI W OF GENEVA DISCHARGE #15-A,40.32087284,-111.7775375,Lake,09-16-2013,Accepted,Phosphate-phosphorus,as P,Total,0.165,mg/l
4917310,UTAH LAKE 0.5 MI W OF GENEVA DISCHARGE #15-A,40.32087284,-111.7775375,Lake,09-16-2013,Accepted,Phosphate-phosphorus,as P,Dissolved,0.045,mg/l
4917520,UTAH LAKE 2 MI E OF SARATOGA SPRINGS #12,40.34216863,-111.8713257,Lake,09-16-2013,Accepted,"Depth, Secchi disk depth",,,0.19,m
4917520,UTAH LAKE 2 MI E OF SARATOGA SPRINGS #12,40.34216863,-111.8713257,Lake,09-16-2013,Accepted,"Depth, Secchi disk depth",,,0.19,m
4917520,UTAH LAKE 2 MI E OF SARATOGA SPRINGS #12,40.34216863,-111.8713257,Lake,09-16-2013,Accepted,pH,,,8.55,None
4917520,UTAH LAKE 2 MI E OF SARATOGA SPRINGS #12,40.34216863,-111.8713257,Lake,09-16-2013,Accepted,Dissolved oxygen (DO),,,7.32,mg/l
4917520,UTAH LAKE 2 MI E OF SARATOGA SPRINGS #12,40.34216863,-111.8713257,Lake,09-16-2013,Accepted,"Temperature, water",,,19.66,deg C
4917520,UTAH LAKE 2 MI E OF SARATOGA SPRINGS #12,40.34216863,-111.8713257,Lake,09-16-2013,Accepted,pH,,,8.58,None
4917520,UTAH LAKE 2 MI E OF SARATOGA SPRINGS #12,40.34216863,-111.8713257,Lake,09-16-2013,Accepted,Dissolved oxygen (DO),,,6.93,mg/l
4917520,UTAH LAKE 2 MI E OF SARATOGA SPRINGS #12,40.34216863,-111.8713257,Lake,09-16-2013,Accepted,"Depth, Secchi disk depth",,,0.19,m
4917520,UTAH LAKE 2 MI E OF SARATOGA SPRINGS #12,40.34216863,-111.8713257,Lake,09-16-2013,Accepted,"Depth, Secchi disk depth",,,0.19,m
4917520,UTAH LAKE 2 MI E OF SARATOGA SPRINGS #12,40.34216863,-111.8713257,Lake,09-16-2013,Accepted,Dissolved oxygen (DO),,,7.29,mg/l
4917520,UTAH LAKE 2 MI E OF SARATOGA SPRINGS #12,40.34216863,-111.8713257,Lake,09-16-2013,Accepted,"Temperature, water",,,19.66,deg C
4917520,UTAH LAKE 2 MI E OF SARATOGA SPRINGS #12,40.34216863,-111.8713257,Lake,09-16-2013,Accepted,"Temperature, water",,,19.67,deg C
4917520,UTAH LAKE 2 MI E OF SARATOGA SPRINGS #12,40.34216863,-111.8713257,Lake,09-16-2013,Accepted,pH,,,8.61,None
4917520,UTAH LAKE 2 MI E OF SARATOGA SPRINGS #12,40.34216863,-111.8713257,Lake,09-16-2013,Accepted,"Temperature, water",,,19.67,deg C
4917520,UTAH LAKE 2 MI E OF SARATOGA SPRINGS #12,40.34216863,-111.8713257,Lake,09-16-2013,Accepted,pH,,,8.57,None
4917520,UTAH LAKE 2 MI E OF SARATOGA SPRINGS #12,40.34216863,-111.8713257,Lake,09-16-2013,Accepted,Dissolved oxygen (DO),,,7.3,mg/l
4917520,UTAH LAKE 2 MI E OF SARATOGA SPRINGS #12,40.34216863,-111.8713257,Lake,09-16-2013,Accepted,"Temperature, water",,,19.66,deg C
4917520,UTAH LAKE 2 MI E OF SARATOGA SPRINGS #12,40.34216863,-111.8713257,Lake,09-16-2013,Accepted,pH,,,8.58,None
4917520,UTAH LAKE 2 MI E OF SARATOGA SPRINGS #12,40.34216863,-111.8713257,Lake,09-16-2013,Accepted,"Depth, Secchi disk depth",,,0.19,m
4917520,UTAH LAKE 2 MI E OF SARATOGA SPRINGS #12,40.34216863,-111.8713257,Lake,09-16-2013,Accepted,Dissolved oxygen (DO),,,7.29,mg/l
4917520,UTAH LAKE 2 MI E OF SARATOGA SPRINGS #12,40.34216863,-111.8713257,Lake,09-16-2013,Accepted,"Temperature, water",,,19.66,deg C
4917520,UTAH LAKE 2 MI E OF SARATOGA SPRINGS #12,40.34216863,-111.8713257,Lake,09-16-2013,Accepted,"Depth, Secchi disk depth",,,0.19,m
4917520,UTAH LAKE 2 MI E OF SARATOGA SPRINGS #12,40.34216863,-111.8713257,Lake,09-16-2013,Accepted,Dissolved oxygen (DO),,,6.93,mg/l
4917520,UTAH LAKE 2 MI E OF SARATOGA SPRINGS #12,40.34216863,-111.8713257,Lake,09-16-2013,Accepted,pH,,,8.55,None
4917520,UTAH LAKE 2 MI E OF SARATOGA SPRINGS #12,40.34216863,-111.8713257,Lake,09-16-2013,Accepted,Phosphate-phosphorus,as P,Dissolved,0.035,mg/l
4917520,UTAH LAKE 2 MI E OF SARATOGA SPRINGS #12,40.34216863,-111.8713257,Lake,09-16-2013,Accepted,Phosphate-phosphorus,as P,Total,0.138,mg/l
4917520,UTAH LAKE 2 MI E OF SARATOGA SPRINGS #12,40.34216863,-111.8713257,Lake,09-16-2013,Accepted,Phosphate-phosphorus,as P,Dissolved,0.035,mg/l
4917520,UTAH LAKE 2 MI E OF SARATOGA SPRINGS #12,40.34216863,-111.8713257,Lake,09-16-2013,Accepted,Nitrogen,,Dissolved,0.524,mg/l
4917520,UTAH LAKE 2 MI E OF SARATOGA SPRINGS #12,40.34216863,-111.8713257,Lake,09-16-2013,Accepted,Total dissolved solids,,Total,962,mg/l
4917520,UTAH LAKE 2 MI E OF SARATOGA SPRINGS #12,40.34216863,-111.8713257,Lake,09-16-2013,Accepted,Phosphate-phosphorus,as P,Total,0.138,mg/l
4917520,UTAH LAKE 2 MI E OF SARATOGA SPRINGS #12,40.34216863,-111.8713257,Lake,09-16-2013,Accepted,Total dissolved solids,,Total,962,mg/l
4917520,UTAH LAKE 2 MI E OF SARATOGA SPRINGS #12,40.34216863,-111.8713257,Lake,09-16-2013,Accepted,Nitrogen,,Dissolved,0.524,mg/l
4917520,UTAH LAKE 2 MI E OF SARATOGA SPRINGS #12,40.34216863,-111.8713257,Lake,09-16-2013,Accepted,Turbidity,,Total,113,NTU
4917520,UTAH LAKE 2 MI E OF SARATOGA SPRINGS #12,40.34216863,-111.8713257,Lake,09-16-2013,Accepted,Nitrogen,,Dissolved,0.58,mg/l
4917520,UTAH LAKE 2 MI E OF SARATOGA SPRINGS #12,40.34216863,-111.8713257,Lake,09-16-2013,Accepted,Phosphate-phosphorus,as P,Dissolved,0.037,mg/l
4917520,UTAH LAKE 2 MI E OF SARATOGA SPRINGS #12,40.34216863,-111.8713257,Lake,09-16-2013,Accepted,Phosphate-phosphorus,as P,Total,0.147,mg/l
4917370,UTAH LAKE 1 MI EAST OF PELICAN POINT,40.26828256,-111.8299304,Lake,09-16-2013,Accepted,Dissolved oxygen (DO),,,6.89,mg/l
4917370,UTAH LAKE 1 MI EAST OF PELICAN POINT,40.26828256,-111.8299304,Lake,09-16-2013,Accepted,"Depth, Secchi disk depth",,,0.2,m
4917370,UTAH LAKE 1 MI EAST OF PELICAN POINT,40.26828256,-111.8299304,Lake,09-16-2013,Accepted,Dissolved oxygen (DO),,,7.15,mg/l
4917370,UTAH LAKE 1 MI EAST OF PELICAN POINT,40.26828256,-111.8299304,Lake,09-16-2013,Accepted,Dissolved oxygen (DO),,,7.37,mg/l
4917370,UTAH LAKE 1 MI EAST OF PELICAN POINT,40.26828256,-111.8299304,Lake,09-16-2013,Accepted,"Depth, Secchi disk depth",,,0.2,m
4917370,UTAH LAKE 1 MI EAST OF PELICAN POINT,40.26828256,-111.8299304,Lake,09-16-2013,Accepted,pH,,,8.55,None
4917370,UTAH LAKE 1 MI EAST OF PELICAN POINT,40.26828256,-111.8299304,Lake,09-16-2013,Accepted,"Depth, Secchi disk depth",,,0.2,m
4917370,UTAH LAKE 1 MI EAST OF PELICAN POINT,40.26828256,-111.8299304,Lake,09-16-2013,Accepted,pH,,,8.58,None
4917370,UTAH LAKE 1 MI EAST OF PELICAN POINT,40.26828256,-111.8299304,Lake,09-16-2013,Accepted,"Temperature, water",,,19.93,deg C
4917370,UTAH LAKE 1 MI EAST OF PELICAN POINT,40.26828256,-111.8299304,Lake,09-16-2013,Accepted,"Depth, Secchi disk depth",,,0.2,m
4917370,UTAH LAKE 1 MI EAST OF PELICAN POINT,40.26828256,-111.8299304,Lake,09-16-2013,Accepted,"Temperature, water",,,19.89,deg C
4917370,UTAH LAKE 1 MI EAST OF PELICAN POINT,40.26828256,-111.8299304,Lake,09-16-2013,Accepted,"Depth, Secchi disk depth",,,0.2,m
4917370,UTAH LAKE 1 MI EAST OF PELICAN POINT,40.26828256,-111.8299304,Lake,09-16-2013,Accepted,pH,,,8.57,None
4917370,UTAH LAKE 1 MI EAST OF PELICAN POINT,40.26828256,-111.8299304,Lake,09-16-2013,Accepted,"Temperature, water",,,19.86,deg C
4917370,UTAH LAKE 1 MI EAST OF PELICAN POINT,40.26828256,-111.8299304,Lake,09-16-2013,Accepted,pH,,,8.56,None
4917370,UTAH LAKE 1 MI EAST OF PELICAN POINT,40.26828256,-111.8299304,Lake,09-16-2013,Accepted,Dissolved oxygen (DO),,,7.21,mg/l
4917370,UTAH LAKE 1 MI EAST OF PELICAN POINT,40.26828256,-111.8299304,Lake,09-16-2013,Accepted,pH,,,8.57,None
4917370,UTAH LAKE 1 MI EAST OF PELICAN POINT,40.26828256,-111.8299304,Lake,09-16-2013,Accepted,"Temperature, water",,,19.96,deg C
4917370,UTAH LAKE 1 MI EAST OF PELICAN POINT,40.26828256,-111.8299304,Lake,09-16-2013,Accepted,Dissolved oxygen (DO),,,7.28,mg/l
4917370,UTAH LAKE 1 MI EAST OF PELICAN POINT,40.26828256,-111.8299304,Lake,09-16-2013,Accepted,"Temperature, water",,,19.91,deg C
4917370,UTAH LAKE 1 MI EAST OF PELICAN POINT,40.26828256,-111.8299304,Lake,09-16-2013,Accepted,Dissolved oxygen (DO),,,7.21,mg/l
4917370,UTAH LAKE 1 MI EAST OF PELICAN POINT,40.26828256,-111.8299304,Lake,09-16-2013,Accepted,"Temperature, water",,,19.91,deg C
4917370,UTAH LAKE 1 MI EAST OF PELICAN POINT,40.26828256,-111.8299304,Lake,09-16-2013,Accepted,"Depth, Secchi disk depth",,,0.2,m
4917370,UTAH LAKE 1 MI EAST OF PELICAN POINT,40.26828256,-111.8299304,Lake,09-16-2013,Accepted,pH,,,8.57,None
4917370,UTAH LAKE 1 MI EAST OF PELICAN POINT,40.26828256,-111.8299304,Lake,09-16-2013,Accepted,Turbidity,,Total,72,NTU
4917370,UTAH LAKE 1 MI EAST OF PELICAN POINT,40.26828256,-111.8299304,Lake,09-16-2013,Accepted,Total dissolved solids,,Total,968,mg/l
4917370,UTAH LAKE 1 MI EAST OF PELICAN POINT,40.26828256,-111.8299304,Lake,09-16-2013,Accepted,Phosphate-phosphorus,as P,Total,0.11,mg/l
4917370,UTAH LAKE 1 MI EAST OF PELICAN POINT,40.26828256,-111.8299304,Lake,09-16-2013,Accepted,Phosphate-phosphorus,as P,Total,0.11,mg/l
4917370,UTAH LAKE 1 MI EAST OF PELICAN POINT,40.26828256,-111.8299304,Lake,09-16-2013,Accepted,Nitrogen,,Dissolved,0.645,mg/l
4917370,UTAH LAKE 1 MI EAST OF PELICAN POINT,40.26828256,-111.8299304,Lake,09-16-2013,Accepted,Phosphate-phosphorus,as P,Dissolved,0.032,mg/l
4917370,UTAH LAKE 1 MI EAST OF PELICAN POINT,40.26828256,-111.8299304,Lake,09-16-2013,Accepted,Nitrogen,,Dissolved,0.645,mg/l
4917370,UTAH LAKE 1 MI EAST OF PELICAN POINT,40.26828256,-111.8299304,Lake,09-16-2013,Accepted,"Chlorophyll a, corrected for pheophytin",,Total,19.36,ug/l
4917370,UTAH LAKE 1 MI EAST OF PELICAN POINT,40.26828256,-111.8299304,Lake,09-16-2013,Accepted,"Chlorophyll a, uncorrected for pheophytin",,Total,26.56,ug/l
4917370,UTAH LAKE 1 MI EAST OF PELICAN POINT,40.26828256,-111.8299304,Lake,09-16-2013,Accepted,Total dissolved solids,,Total,968,mg/l
4917370,UTAH LAKE 1 MI EAST OF PELICAN POINT,40.26828256,-111.8299304,Lake,09-16-2013,Accepted,Phosphate-phosphorus,as P,Dissolved,0.032,mg/l
4917370,UTAH LAKE 1 MI EAST OF PELICAN POINT,40.26828256,-111.8299304,Lake,09-16-2013,Accepted,"Temperature, water",,,19.86,deg C
4917370,UTAH LAKE 1 MI EAST OF PELICAN POINT,40.26828256,-111.8299304,Lake,09-16-2013,Accepted,"Depth, Secchi disk depth",,,0.2,m
4917370,UTAH LAKE 1 MI EAST OF PELICAN POINT,40.26828256,-111.8299304,Lake,09-16-2013,Accepted,Dissolved oxygen (DO),,,6.89,mg/l
4917370,UTAH LAKE 1 MI EAST OF PELICAN POINT,40.26828256,-111.8299304,Lake,09-16-2013,Accepted,pH,,,8.56,None
4917370,UTAH LAKE 1 MI EAST OF PELICAN POINT,40.26828256,-111.8299304,Lake,09-16-2013,Accepted,Nitrogen,,Dissolved,0.54,mg/l
4917370,UTAH LAKE 1 MI EAST OF PELICAN POINT,40.26828256,-111.8299304,Lake,09-16-2013,Accepted,Phosphate-phosphorus,as P,Total,0.128,mg/l
4917370,UTAH LAKE 1 MI EAST OF PELICAN POINT,40.26828256,-111.8299304,Lake,09-16-2013,Accepted,Phosphate-phosphorus,as P,Dissolved,0.024,mg/l
4917600,UTAH LAKE GOSHEN BAY SOUTHWEST END,40.06023518,-111.8743836,Lake,09-16-2013,Accepted,"Temperature, water",,,18.92,deg C
4917600,UTAH LAKE GOSHEN BAY SOUTHWEST END,40.06023518,-111.8743836,Lake,09-16-2013,Accepted,Dissolved oxygen (DO),,,6.43,mg/l
4917600,UTAH LAKE GOSHEN BAY SOUTHWEST END,40.06023518,-111.8743836,Lake,09-16-2013,Accepted,"Depth, Secchi disk depth",,,0.2,m
4917600,UTAH LAKE GOSHEN BAY SOUTHWEST END,40.06023518,-111.8743836,Lake,09-16-2013,Accepted,pH,,,8.54,None
4917600,UTAH LAKE GOSHEN BAY SOUTHWEST END,40.06023518,-111.8743836,Lake,09-16-2013,Accepted,Phosphate-phosphorus,as P,Dissolved,0.038,mg/l
4917600,UTAH LAKE GOSHEN BAY SOUTHWEST END,40.06023518,-111.8743836,Lake,09-16-2013,Accepted,Phosphate-phosphorus,as P,Total,0.215,mg/l
4917600,UTAH LAKE GOSHEN BAY SOUTHWEST END,40.06023518,-111.8743836,Lake,09-16-2013,Accepted,"Chlorophyll a, uncorrected for pheophytin",,Total,60.2,ug/l
4917600,UTAH LAKE GOSHEN BAY SOUTHWEST END,40.06023518,-111.8743836,Lake,09-16-2013,Accepted,Total dissolved solids,,Total,1070,mg/l
4917600,UTAH LAKE GOSHEN BAY SOUTHWEST END,40.06023518,-111.8743836,Lake,09-16-2013,Accepted,Phosphate-phosphorus,as P,Dissolved,0.038,mg/l
4917600,UTAH LAKE GOSHEN BAY SOUTHWEST END,40.06023518,-111.8743836,Lake,09-16-2013,Accepted,Total dissolved solids,,Total,1070,mg/l
4917600,UTAH LAKE GOSHEN BAY SOUTHWEST END,40.06023518,-111.8743836,Lake,09-16-2013,Accepted,Nitrogen,,Dissolved,0.819,mg/l
4917600,UTAH LAKE GOSHEN BAY SOUTHWEST END,40.06023518,-111.8743836,Lake,09-16-2013,Accepted,Phosphate-phosphorus,as P,Total,0.215,mg/l
4917600,UTAH LAKE GOSHEN BAY SOUTHWEST END,40.06023518,-111.8743836,Lake,09-16-2013,Accepted,Nitrogen,,Dissolved,0.819,mg/l
4917600,UTAH LAKE GOSHEN BAY SOUTHWEST END,40.06023518,-111.8743836,Lake,09-16-2013,Accepted,"Chlorophyll a, corrected for pheophytin",,Total,43.56,ug/l
4917600,UTAH LAKE GOSHEN BAY SOUTHWEST END,40.06023518,-111.8743836,Lake,09-16-2013,Accepted,Turbidity,,Total,58,NTU
4917500,UTAH LAKE 3 MI WNW OF LINCOLN BEACH,40.16967582,-111.8716056,Lake,09-16-2013,Accepted,"Depth, Secchi disk depth",,,0.2,m
4917500,UTAH LAKE 3 MI WNW OF LINCOLN BEACH,40.16967582,-111.8716056,Lake,09-16-2013,Accepted,"Temperature, water",,,20.36,deg C
4917500,UTAH LAKE 3 MI WNW OF LINCOLN BEACH,40.16967582,-111.8716056,Lake,09-16-2013,Accepted,Dissolved oxygen (DO),,,7.84,mg/l
4917500,UTAH LAKE 3 MI WNW OF LINCOLN BEACH,40.16967582,-111.8716056,Lake,09-16-2013,Accepted,"Depth, Secchi disk depth",,,0.2,m
4917500,UTAH LAKE 3 MI WNW OF LINCOLN BEACH,40.16967582,-111.8716056,Lake,09-16-2013,Accepted,pH,,,8.7,None
