Monitoring Location ID,Monitoring Location Name,Monitoring Location Latitude,Monitoring Location Longitude,Monitoring Location Type,Activity Start Date,Result Status,Characteristic Name,Method Speciation,Sample Fraction,Result Value,Result Unit
4917500,UTAH LAKE 3 MI WNW OF LINCOLN BEACH,40.16967582,-111.8716056,Lake,10-02-1990,Final,"Depth, Secchi disk depth",,Total,0.1,m
4917500,UTAH LAKE 3 MI WNW OF LINCOLN BEACH,40.16967582,-111.8716056,Lake,10-02-1990,Final,Phosphate-phosphorus,as P,Total,0.34,mg/l
4917500,UTAH LAKE 3 MI WNW OF LINCOLN BEACH,40.16967582,-111.8716056,Lake,10-02-1990,Final,pH,,Total,7.9,None
4917500,UTAH LAKE 3 MI WNW OF LINCOLN BEACH,40.16967582,-111.8716056,Lake,10-02-1990,Final,Dissolved oxygen (DO),,Total,8.7,mg/l
4917500,UTAH LAKE 3 MI WNW OF LINCOLN BEACH,40.16967582,-111.8716056,Lake,10-02-1990,Final,pH,,Total,8.4,None
4917500,UTAH LAKE 3 MI WNW OF LINCOLN BEACH,40.16967582,-111.8716056,Lake,10-02-1990,Final,"Temperature, water",,,7.7,deg C
4917500,UTAH LAKE 3 MI WNW OF LINCOLN BEACH,40.16967582,-111.8716056,Lake,10-02-1990,Final,"Chlorophyll a, uncorrected for pheophytin",,Total,61.6,ug/l
4917500,UTAH LAKE 3 MI WNW OF LINCOLN BEACH,40.16967582,-111.8716056,Lake,10-02-1990,Final,Dissolved oxygen (DO),,Total,8.5,mg/l
4917500,UTAH LAKE 3 MI WNW OF LINCOLN BEACH,40.16967582,-111.8716056,Lake,10-02-1990,Final,Phosphate-phosphorus,as P,Total,0.39,mg/l
4917500,UTAH LAKE 3 MI WNW OF LINCOLN BEACH,40.16967582,-111.8716056,Lake,10-02-1990,Final,pH,,Total,7.8,None
4917500,UTAH LAKE 3 MI WNW OF LINCOLN BEACH,40.16967582,-111.8716056,Lake,10-02-1990,Final,pH,,Total,8.9,None
4917500,UTAH LAKE 3 MI WNW OF LINCOLN BEACH,40.16967582,-111.8716056,Lake,10-02-1990,Final,Phosphate-phosphorus,as P,Dissolved,0.047,mg/l
4917500,UTAH LAKE 3 MI WNW OF LINCOLN BEACH,40.16967582,-111.8716056,Lake,10-02-1990,Final,"Temperature, water",,,17.7,deg C
4917710,UTAH LAKE 1 MI NE OF LINCOLN POINT #03,40.1577293,-111.7913255,Lake,10-02-1990,Final,"Chlorophyll a, uncorrected for pheophytin",,Total,30.8,ug/l
4917710,UTAH LAKE 1 MI NE OF LINCOLN POINT #03,40.1577293,-111.7913255,Lake,10-02-1990,Final,pH,,Total,8.2,None
4917710,UTAH LAKE 1 MI NE OF LINCOLN POINT #03,40.1577293,-111.7913255,Lake,10-02-1990,Final,"Depth, Secchi disk depth",,Total,0.1,m
4917710,UTAH LAKE 1 MI NE OF LINCOLN POINT #03,40.1577293,-111.7913255,Lake,10-02-1990,Final,Phosphate-phosphorus,as P,Total,0.17,mg/l
4917710,UTAH LAKE 1 MI NE OF LINCOLN POINT #03,40.1577293,-111.7913255,Lake,10-02-1990,Final,Phosphate-phosphorus,as P,Dissolved,0.098,mg/l
4917710,UTAH LAKE 1 MI NE OF LINCOLN POINT #03,40.1577293,-111.7913255,Lake,10-02-1990,Final,pH,,Total,8.5,None
4917710,UTAH LAKE 1 MI NE OF LINCOLN POINT #03,40.1577293,-111.7913255,Lake,10-02-1990,Final,Dissolved oxygen (DO),,Total,8.2,mg/l
4917710,UTAH LAKE 1 MI NE OF LINCOLN POINT #03,40.1577293,-111.7913255,Lake,10-02-1990,Final,"Temperature, water",,,17.3,deg C
4917770,UTAH LAKE  OUTSIDE ENTRANCE TO PROVO BAY,40.18856667,-111.7313142,Lake,10-02-1990,Final,"Chlorophyll a, uncorrected for pheophytin",,Total,29.6,ug/l
4917770,UTAH LAKE  OUTSIDE ENTRANCE TO PROVO BAY,40.18856667,-111.7313142,Lake,10-02-1990,Final,pH,,Total,8.1,None
4917770,UTAH LAKE  OUTSIDE ENTRANCE TO PROVO BAY,40.18856667,-111.7313142,Lake,10-02-1990,Final,pH,,Total,7.9,None
4917770,UTAH LAKE  OUTSIDE ENTRANCE TO PROVO BAY,40.18856667,-111.7313142,Lake,10-02-1990,Final,Dissolved oxygen (DO),,Total,7.0,mg/l
4917770,UTAH LAKE  OUTSIDE ENTRANCE TO PROVO BAY,40.18856667,-111.7313142,Lake,10-02-1990,Final,Phosphate-phosphorus,as P,Total,0.21,mg/l
4917770,UTAH LAKE  OUTSIDE ENTRANCE TO PROVO BAY,40.18856667,-111.7313142,Lake,10-02-1990,Final,"Depth, Secchi disk depth",,Total,0.1,m
4917770,UTAH LAKE  OUTSIDE ENTRANCE TO PROVO BAY,40.18856667,-111.7313142,Lake,10-02-1990,Final,Phosphate-phosphorus,as P,Dissolved,0.062,mg/l
4917770,UTAH LAKE  OUTSIDE ENTRANCE TO PROVO BAY,40.18856667,-111.7313142,Lake,10-02-1990,Final,"Temperature, water",,,16.5,deg C
4917770,UTAH LAKE  OUTSIDE ENTRANCE TO PROVO BAY,40.18856667,-111.7313142,Lake,10-02-1990,Final,"Temperature, water",,,17.1,deg C
4917770,UTAH LAKE  OUTSIDE ENTRANCE TO PROVO BAY,40.18856667,-111.7313142,Lake,10-02-1990,Final,Phosphate-phosphorus,as P,Dissolved,0.047,mg/l
4917770,UTAH LAKE  OUTSIDE ENTRANCE TO PROVO BAY,40.18856667,-111.7313142,Lake,10-02-1990,Final,Dissolved oxygen (DO),,Total,6.7,mg/l
